"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"01023099999","2018-09-06","69.055758","18.540356","76.8","BARDUFOSS, NO","  48.4","24","  41.3","24","9999.9"," 0","999.9"," 0","  6.2","24","  1.7","24","  7.0","999.9","  62.8"," ","  33.1"," "," 0.00","G","999.9","110000"
"01023099999","2018-09-07","69.055758","18.540356","76.8","BARDUFOSS, NO","  47.4","24","  42.7","24","9999.9"," 0","999.9"," 0","  6.2","24","  2.3","24","  7.0","999.9","  61.5"," ","  35.6","*"," 0.00","G","999.9","100000"
"01023099999","2018-09-08","69.055758","18.540356","76.8","BARDUFOSS, NO","  49.8","24","  43.6","24","9999.9"," 0","999.9"," 0","  7.3","24","  1.7","24","  5.8","999.9","  66.9"," ","  35.1"," "," 0.00","G","999.9","100000"
"01023099999","2018-09-09","69.055758","18.540356","76.8","BARDUFOSS, NO","  50.8","24","  43.9","24","9999.9"," 0","999.9"," 0","  5.7","24","  1.5","24","  4.1","999.9","  70.2"," ","  34.2"," "," 0.00","G","999.9","100000"
"01023099999","2018-09-10","69.055758","18.540356","76.8","BARDUFOSS, NO","  58.8","24","  45.7","24","9999.9"," 0","999.9"," 0","  6.2","24","  3.7","24"," 11.7","999.9","  71.8"," ","  40.5"," "," 0.00","G","999.9","000000"
"01023099999","2018-09-11","69.055758","18.540356","76.8","BARDUFOSS, NO","  56.2","24","  46.1","24","9999.9"," 0","999.9"," 0","  5.3","24","  5.4","24"," 14.0","999.9","  65.7"," ","  41.0","*"," 0.00","G","999.9","110000"
"01023099999","2018-09-12","69.055758","18.540356","76.8","BARDUFOSS, NO","  45.9","24","  41.2","24","9999.9"," 0","999.9"," 0","  4.7","24","  1.8","24","  8.0","999.9","  60.8"," ","  35.2"," "," 0.00","F","999.9","100000"
"01023099999","2018-09-13","69.055758","18.540356","76.8","BARDUFOSS, NO","  49.2","24","  44.3","24","9999.9"," 0","999.9"," 0","  6.2","24","  2.6","24","  7.0","999.9","  57.7"," ","  39.2"," "," 0.00","G","999.9","010000"
"01023099999","2018-09-14","69.055758","18.540356","76.8","BARDUFOSS, NO","  46.9","24","  45.3","24","9999.9"," 0","999.9"," 0","  5.7","24","  1.8","24","  5.1","999.9","  51.8","*","  41.0","*"," 0.08","E","999.9","110000"
"01023099999","2018-09-15","69.055758","18.540356","76.8","BARDUFOSS, NO","  45.6","24","  41.6","24","9999.9"," 0","999.9"," 0","  4.4","23","  1.7","24","  7.0","999.9","  53.6","*","  37.4","*"," 0.04","E","999.9","110000"
"01023099999","2018-09-16","69.055758","18.540356","76.8","BARDUFOSS, NO","  47.4","23","  43.5","23","9999.9"," 0","999.9"," 0","  6.2","23","  6.4","23"," 15.0","999.9","  51.8"," ","  44.4"," "," 0.10","G","999.9","010000"
"01023099999","2018-09-17","69.055758","18.540356","76.8","BARDUFOSS, NO","  44.8","19","  38.1","19","9999.9"," 0","999.9"," 0","  6.2","18","  1.7","19","  6.0","999.9","  53.6","*","  33.8","*"," 0.00","G","999.9","010000"
"01023099999","2018-09-18","69.055758","18.540356","76.8","BARDUFOSS, NO","  43.6","24","  41.1","24","9999.9"," 0","999.9"," 0","  6.2","24","  1.6","24","  6.0","999.9","  52.3"," ","  35.6","*"," 0.00","H","999.9","010000"
"01023099999","2018-09-19","69.055758","18.540356","76.8","BARDUFOSS, NO","  43.0","23","  38.3","23","9999.9"," 0","999.9"," 0","  6.2","22","  4.4","23"," 13.6","999.9","  54.5"," ","  31.6"," "," 0.00","G","999.9","110000"
"01023099999","2018-09-20","69.055758","18.540356","76.8","BARDUFOSS, NO","  51.8","22","  40.7","22"," 988.7"," 6","979.5"," 6","  9.3","18","  5.0","22"," 17.1"," 27.0","  61.3"," ","  36.0"," "," 0.17","G","999.9","010000"
"01023099999","2018-09-21","69.055758","18.540356","76.8","BARDUFOSS, NO","  47.5","24","  39.9","24","9999.9"," 0","999.9"," 0","  6.2","24","  6.4","24"," 15.0"," 25.1","  54.1"," ","  35.6","*"," 0.14","G","999.9","010000"
"01023099999","2018-09-22","69.055758","18.540356","76.8","BARDUFOSS, NO","  50.4","24","  42.3","24","9999.9"," 0","999.9"," 0","  6.0","24","  5.9","24"," 15.9"," 24.3","  61.2"," ","  34.7"," "," 0.02","G","999.9","110000"
"01023099999","2018-09-23","69.055758","18.540356","76.8","BARDUFOSS, NO","  44.7","24","  38.8","24","9999.9"," 0","999.9"," 0","  6.0","24","  6.6","24"," 11.7"," 19.0","  49.1"," ","  41.0","*"," 0.15","G","999.9","010000"
"01023099999","2018-09-24","69.055758","18.540356","76.8","BARDUFOSS, NO","  37.7","24","  34.2","24","9999.9"," 0","999.9"," 0","  6.2","24","  9.1","24"," 22.9"," 39.0","  42.8","*","  32.0","*"," 0.35","G","999.9","011000"
"01023099999","2018-09-25","69.055758","18.540356","76.8","BARDUFOSS, NO","  38.5","24","  34.1","24","9999.9"," 0","999.9"," 0","  6.2","24","  5.2","24","  9.9"," 20.0","  43.9"," ","  32.5"," "," 0.71","G","999.9","010000"
"01023099999","2018-09-26","69.055758","18.540356","76.8","BARDUFOSS, NO","  38.7","24","  35.2","24","9999.9"," 0","999.9"," 0","  6.2","24","  5.9","24"," 18.1","999.9","  43.0","*","  32.0"," "," 0.15","G","999.9","010000"
"01023099999","2018-09-27","69.055758","18.540356","76.8","BARDUFOSS, NO","  35.3","24","  33.0","24","9999.9"," 0","999.9"," 0","  5.5","24","  5.1","24"," 15.9","999.9","  41.4"," ","  28.4","*"," 0.00","G","999.9","111000"
"01023099999","2018-09-28","69.055758","18.540356","76.8","BARDUFOSS, NO","  31.9","24","  30.4","24","9999.9"," 0","999.9"," 0","  5.8","24","  2.5","24","  8.0","999.9","  39.7"," ","  27.9"," "," 0.06","G","999.9","111000"
"01023099999","2018-09-29","69.055758","18.540356","76.8","BARDUFOSS, NO","  33.2","24","  29.2","24","9999.9"," 0","999.9"," 0","  6.2","24","  2.5","24","  8.9","999.9","  41.2"," ","  25.5"," "," 0.08","G","999.9","010000"
"01023099999","2018-09-30","69.055758","18.540356","76.8","BARDUFOSS, NO","  38.4","24","  36.3","24","9999.9"," 0","999.9"," 0","  6.2","24","  0.9","24","  3.9","999.9","  44.6","*","  30.7"," "," 0.06","G","999.9","110000"
"01023099999","2018-10-01","69.055758","18.540356","76.8","BARDUFOSS, NO","  38.1","24","  37.1","24","9999.9"," 0","999.9"," 0","  6.2","24","  0.7","24","  3.9","999.9","  43.5"," ","  33.6","*"," 0.01","G","999.9","110000"
"01023099999","2018-10-02","69.055758","18.540356","76.8","BARDUFOSS, NO","  36.0","24","  31.6","24","9999.9"," 0","999.9"," 0","  6.2","24","  2.1","24","  7.0","999.9","  42.8","*","  26.6","*"," 0.03","G","999.9","100000"
"01023099999","2018-10-03","69.055758","18.540356","76.8","BARDUFOSS, NO","  34.2","24","  31.9","24","9999.9"," 0","999.9"," 0","  6.2","24","  3.1","24","  9.9","999.9","  39.4"," ","  30.0","*"," 0.00","G","999.9","011000"
"01023099999","2018-10-04","69.055758","18.540356","76.8","BARDUFOSS, NO","  33.1","24","  28.0","24","9999.9"," 0","999.9"," 0","  6.2","24","  3.2","24","  7.8","999.9","  41.0"," ","  21.2","*"," 0.05","G","999.9","010000"
"01023099999","2018-10-05","69.055758","18.540356","76.8","BARDUFOSS, NO","  26.1","24","  24.1","24","9999.9"," 0","999.9"," 0","  6.2","24","  0.3","24","  1.9","999.9","  33.6"," ","  19.2","*"," 0.00","G","999.9","000000"
"01023099999","2018-10-06","69.055758","18.540356","76.8","BARDUFOSS, NO","  26.4","24","  25.3","24","9999.9"," 0","999.9"," 0","  5.3","24","  1.4","24","  6.0","999.9","  33.8"," ","  15.8","*"," 0.00","G","999.9","011000"
"01023099999","2018-10-07","69.055758","18.540356","76.8","BARDUFOSS, NO","  33.5","24","  31.4","24","9999.9"," 0","999.9"," 0","  6.1","24","  3.0","24","  7.8","999.9","  40.3"," ","  28.4","*"," 0.21","G","  0.8","011000"
"01023099999","2018-10-08","69.055758","18.540356","76.8","BARDUFOSS, NO","  34.6","24","  29.4","24","9999.9"," 0","999.9"," 0","  6.2","24","  3.1","24","  9.7","999.9","  41.4"," ","  26.2"," "," 0.04","G","999.9","010000"
"01023099999","2018-10-09","69.055758","18.540356","76.8","BARDUFOSS, NO","  40.7","24","  35.1","24","9999.9"," 0","999.9"," 0","  6.2","24","  5.9","24","  9.9"," 12.0","  44.6","*","  38.3"," "," 0.06","G","999.9","010000"
"01023099999","2018-10-10","69.055758","18.540356","76.8","BARDUFOSS, NO","  37.2","24","  34.7","24","9999.9"," 0","999.9"," 0","  6.2","24","  3.0","24","  7.0","999.9","  42.4","*","  30.2","*"," 0.25","G","999.9","010000"
"01023099999","2018-10-11","69.055758","18.540356","76.8","BARDUFOSS, NO","  37.0","24","  36.0","24","9999.9"," 0","999.9"," 0","  5.6","24","  0.4","24","  4.1","999.9","  41.0","*","  29.5"," "," 0.06","G","999.9","010000"
"01023099999","2018-10-12","69.055758","18.540356","76.8","BARDUFOSS, NO","  39.0","24","  36.5","24","9999.9"," 0","999.9"," 0","  7.1","24","  2.2","24","  8.9","999.9","  50.2"," ","  30.2","*"," 0.25","G","999.9","100000"
"01023099999","2018-10-13","69.055758","18.540356","76.8","BARDUFOSS, NO","  43.1","24","  37.6","24","9999.9"," 0","999.9"," 0","  6.2","24","  3.7","24","  8.0","999.9","  53.8"," ","  30.2","*"," 0.00","G","999.9","010000"
"01023099999","2018-10-14","69.055758","18.540356","76.8","BARDUFOSS, NO","  49.7","24","  44.6","24","9999.9"," 0","999.9"," 0","  6.2","24","  3.4","24"," 14.0"," 19.0","  59.2","*","  42.8","*"," 0.00","G","999.9","010000"
"01023099999","2018-10-15","69.055758","18.540356","76.8","BARDUFOSS, NO","  43.7","24","  37.7","24","9999.9"," 0","999.9"," 0","  6.2","24","  5.3","24"," 15.0","999.9","  48.4"," ","  37.9","*"," 0.17","G","999.9","010000"
"01023099999","2018-10-16","69.055758","18.540356","76.8","BARDUFOSS, NO","  41.6","24","  36.4","24","9999.9"," 0","999.9"," 0","  6.2","24","  4.7","24"," 12.0"," 22.0","  46.4","*","  34.2"," "," 0.00","G","999.9","010000"
"01023099999","2018-10-17","69.055758","18.540356","76.8","BARDUFOSS, NO","  40.4","24","  35.5","24","9999.9"," 0","999.9"," 0","  6.2","24","  2.1","24","  7.8","999.9","  46.8","*","  34.2"," "," 0.02","G","999.9","010000"
"01023099999","2018-10-18","69.055758","18.540356","76.8","BARDUFOSS, NO","  43.8","24","  36.3","24","9999.9"," 0","999.9"," 0","  6.2","24","  3.9","24"," 11.1"," 19.0","  47.7"," ","  38.1"," "," 0.00","G","999.9","010000"
"01023099999","2018-10-19","69.055758","18.540356","76.8","BARDUFOSS, NO","  41.5","24","  39.1","24","9999.9"," 0","999.9"," 0","  5.2","24","  2.8","24","  8.0","999.9","  46.4","*","  32.0","*"," 0.22","G","999.9","110000"
"01023099999","2018-10-20","69.055758","18.540356","76.8","BARDUFOSS, NO","  39.9","24","  37.3","24","9999.9"," 0","999.9"," 0","  6.2","24","  2.0","24","  8.0","999.9","  47.1"," ","  32.2"," "," 0.08","G","999.9","010000"
"01023099999","2018-10-21","69.055758","18.540356","76.8","BARDUFOSS, NO","  43.1","24","  36.2","24","9999.9"," 0","999.9"," 0","  6.2","24","  7.6","24"," 15.9"," 31.1","  48.7"," ","  36.3"," "," 0.02","G","999.9","010000"
"01023099999","2018-10-22","69.055758","18.540356","76.8","BARDUFOSS, NO","  38.9","24","  32.9","24","9999.9"," 0","999.9"," 0","  6.2","24","  6.5","24","  9.9","999.9","  41.0"," ","  37.4"," "," 0.31","G","999.9","010000"
"01023099999","2018-10-23","69.055758","18.540356","76.8","BARDUFOSS, NO","  32.0","24","  27.5","24","9999.9"," 0","999.9"," 0","  7.8","23","  2.0","24","  5.8","999.9","  39.2","*","  24.8","*"," 0.01","G","999.9","000000"
"01023099999","2018-10-24","69.055758","18.540356","76.8","BARDUFOSS, NO","  20.9","24","  19.2","24","9999.9"," 0","999.9"," 0","  6.2","24","  0.6","24","  1.9","999.9","  32.0","*","  14.0","*"," 0.00","G","999.9","000000"
"01023099999","2018-10-25","69.055758","18.540356","76.8","BARDUFOSS, NO","  17.7","24","  16.2","24","9999.9"," 0","999.9"," 0","  6.2","24","  0.7","24","  2.9","999.9","  29.8"," ","  12.2","*"," 0.00","E","999.9","000000"
"01023099999","2018-10-26","69.055758","18.540356","76.8","BARDUFOSS, NO","  15.9","24","  13.7","24","9999.9"," 0","999.9"," 0","  6.2","24","  1.3","24","  4.1","999.9","  24.1"," ","  10.4"," "," 0.00","G","999.9","000000"
"01023099999","2018-10-27","69.055758","18.540356","76.8","BARDUFOSS, NO","  16.3","24","  14.4","24","9999.9"," 0","999.9"," 0","  6.2","24","  0.6","24","  1.9","999.9","  23.0","*","  10.4","*"," 0.00","G","999.9","000000"
"01023099999","2018-10-28","69.055758","18.540356","76.8","BARDUFOSS, NO","  15.6","24","  13.8","24","9999.9"," 0","999.9"," 0","  6.2","24","  1.1","24","  2.9","999.9","  23.0","*","  10.0"," "," 0.00","G","999.9","000000"
"01023099999","2018-10-29","69.055758","18.540356","76.8","BARDUFOSS, NO","  22.2","24","  19.6","24","9999.9"," 0","999.9"," 0","  6.2","24","  1.8","24","  6.0","999.9","  31.8"," ","  10.4","*"," 0.00","G","999.9","000000"
"01023099999","2018-10-30","69.055758","18.540356","76.8","BARDUFOSS, NO","  17.1","24","  10.9","24","9999.9"," 0","999.9"," 0","  6.2","24","  2.7","24"," 13.0","999.9","  32.5","*","   4.1","*"," 0.00","G","999.9","000000"
"01023099999","2018-10-31","69.055758","18.540356","76.8","BARDUFOSS, NO","  29.3","24","  24.4","24","9999.9"," 0","999.9"," 0","  6.2","24","  2.6","24","  8.0","999.9","  32.0","*","  26.6","*"," 0.00","G","999.9","011000"
"01023099999","2018-11-01","69.055758","18.540356","76.8","BARDUFOSS, NO","  37.6","24","  34.0","24","9999.9"," 0","999.9"," 0","  6.1","24","  3.4","24"," 11.1","999.9","  45.0"," ","  27.9","*"," 0.33","G","999.9","010000"
"01023099999","2018-11-02","69.055758","18.540356","76.8","BARDUFOSS, NO","  32.6","24","  29.9","24","9999.9"," 0","999.9"," 0","  6.2","24","  1.9","24","  6.0","999.9","  43.3"," ","  26.2"," "," 0.00","G","999.9","000000"
"01023099999","2018-11-03","69.055758","18.540356","76.8","BARDUFOSS, NO","  33.6","24","  32.4","24","9999.9"," 0","999.9"," 0","  6.2","24","  1.8","24","  6.0","999.9","  39.7"," ","  28.4","*"," 0.06","G","999.9","110000"
"01023099999","2018-11-04","69.055758","18.540356","76.8","BARDUFOSS, NO","  37.0","24","  33.8","24","9999.9"," 0","999.9"," 0","  6.2","24","  3.7","24","  8.9","999.9","  45.5","*","  28.2"," "," 0.09","G","999.9","010000"
"01023099999","2018-11-05","69.055758","18.540356","76.8","BARDUFOSS, NO","  46.3","24","  39.7","24","9999.9"," 0","999.9"," 0","  6.2","24","  7.7","24"," 11.1","999.9","  50.0","*","  36.7"," "," 0.02","G","999.9","010000"
"01023099999","2018-11-06","69.055758","18.540356","76.8","BARDUFOSS, NO","  44.3","24","  40.1","24","9999.9"," 0","999.9"," 0","  4.7","24","  3.6","23","  9.9","999.9","  49.1","*","  39.2","*"," 0.11","G","999.9","110000"
"01023099999","2018-11-07","69.055758","18.540356","76.8","BARDUFOSS, NO","  33.7","24","  33.5","24","9999.9"," 0","999.9"," 0","  1.9","24","  0.9","24","  4.1","999.9","  41.0","*","  23.9","*"," 0.00","G","999.9","110000"
"01023099999","2018-11-08","69.055758","18.540356","76.8","BARDUFOSS, NO","  21.9","24","  21.2","24","9999.9"," 0","999.9"," 0","  6.2","24","  0.5","24","  1.9","999.9","  25.3"," ","  19.2","*"," 0.00","G","999.9","000000"
"01023099999","2018-11-09","69.055758","18.540356","76.8","BARDUFOSS, NO","  25.9","24","  25.3","24","9999.9"," 0","999.9"," 0","  6.2","24","  0.4","24","  1.9","999.9","  32.5","*","  19.2"," "," 0.00","F","999.9","010000"
"01023099999","2018-11-10","69.055758","18.540356","76.8","BARDUFOSS, NO","  36.2","24","  32.0","24","9999.9"," 0","999.9"," 0","  6.0","24","  4.3","24"," 11.1","999.9","  43.2"," ","  29.5"," "," 0.00","G","999.9","100000"
"01023099999","2018-11-11","69.055758","18.540356","76.8","BARDUFOSS, NO","  38.1","24","  32.4","24","9999.9"," 0","999.9"," 0","  6.2","24","  4.1","24"," 12.0","999.9","  42.4"," ","  33.8","*"," 0.00","G","999.9","010000"
"01023099999","2018-11-12","69.055758","18.540356","76.8","BARDUFOSS, NO","  34.2","24","  33.9","24","9999.9"," 0","999.9"," 0","  5.7","24","  1.1","24","  4.1","999.9","  35.8","*","  33.6","*"," 0.01","G","999.9","110000"
"01023099999","2018-11-13","69.055758","18.540356","76.8","BARDUFOSS, NO","  33.9","24","  33.9","24","9999.9"," 0","999.9"," 0","  4.9","24","  0.6","24","  2.9","999.9","  35.6"," ","  32.0","*"," 0.21","G","999.9","110000"
"01023099999","2018-11-14","69.055758","18.540356","76.8","BARDUFOSS, NO","  33.2","24","  33.2","24","9999.9"," 0","999.9"," 0","  6.2","24","  1.1","24","  5.1","999.9","  35.6","*","  31.5","*"," 0.04","G","999.9","010000"
"01023099999","2018-11-15","69.055758","18.540356","76.8","BARDUFOSS, NO","  39.8","24","  36.5","24","9999.9"," 0","999.9"," 0","  6.2","24","  4.1","24"," 12.0","999.9","  50.4","*","  31.1"," "," 0.04","G","999.9","010000"
"01023099999","2018-11-16","69.055758","18.540356","76.8","BARDUFOSS, NO","  46.3","24","  39.4","24","9999.9"," 0","999.9"," 0","  6.2","24","  6.6","24"," 13.6"," 24.1","  51.1","*","  41.5","*"," 0.07","G","999.9","010000"
"01023099999","2018-11-17","69.055758","18.540356","76.8","BARDUFOSS, NO","  39.5","24","  35.6","24","9999.9"," 0","999.9"," 0","  6.2","24","  7.9","24"," 18.1"," 28.0","  46.4","*","  28.4","*"," 0.28","G","999.9","010000"
"01023099999","2018-11-18","69.055758","18.540356","76.8","BARDUFOSS, NO","  25.4","24","  24.8","24","9999.9"," 0","999.9"," 0","  6.2","24","  0.8","24","  4.1","999.9","  30.4","*","  19.4","*"," 0.02","G","999.9","000000"
"01023099999","2018-11-19","69.055758","18.540356","76.8","BARDUFOSS, NO","  30.0","24","  25.5","24","9999.9"," 0","999.9"," 0","  6.1","24","  5.1","24"," 17.1"," 29.9","  44.6","*","  18.7"," "," 0.00","G","999.9","010000"
"01023099999","2018-11-20","69.055758","18.540356","76.8","BARDUFOSS, NO","  36.7","24","  32.2","24","9999.9"," 0","999.9"," 0","  6.2","24","  8.3","24"," 17.5","999.9","  41.2","*","  32.0","*"," 0.09","G","999.9","010000"
"01023099999","2018-11-21","69.055758","18.540356","76.8","BARDUFOSS, NO","  35.1","24","  29.5","24","9999.9"," 0","999.9"," 0","  6.2","24","  5.9","24"," 11.7"," 17.1","  41.0","*","  30.2","*"," 0.00","G","999.9","011000"
"01023099999","2018-11-22","69.055758","18.540356","76.8","BARDUFOSS, NO","  39.4","24","  33.1","24","9999.9"," 0","999.9"," 0","  6.2","24","  7.3","24"," 13.6","999.9","  41.0","*","  37.4","*","99.99"," ","999.9","010000"
"01023099999","2018-11-23","69.055758","18.540356","76.8","BARDUFOSS, NO","  34.5","24","  30.7","24","9999.9"," 0","999.9"," 0","  3.4","24"," 15.5","24"," 28.9"," 39.0","  39.7","*","  31.6","*"," 0.04","E","999.9","011000"
"01023099999","2018-11-24","69.055758","18.540356","76.8","BARDUFOSS, NO","  32.6","24","  29.9","24","9999.9"," 0","999.9"," 0","  4.8","24"," 11.7","24"," 19.4","999.9","  35.6","*","  29.7","*"," 1.20","G","  3.1","011000"
"01023099999","2018-11-25","69.055758","18.540356","76.8","BARDUFOSS, NO","  29.8","24","  27.2","24","9999.9"," 0","999.9"," 0","  5.1","24","  8.2","24"," 14.0","999.9","  32.0","*","  24.8","*"," 0.18","G","  7.1","001000"
"01023099999","2018-11-26","69.055758","18.540356","76.8","BARDUFOSS, NO","  22.4","24","  20.3","24","9999.9"," 0","999.9"," 0","  5.8","24","  3.1","24","  8.0","999.9","  28.4","*","   8.6","*"," 0.23","G"," 10.2","001000"
"01023099999","2018-11-27","69.055758","18.540356","76.8","BARDUFOSS, NO","  19.8","24","  17.5","24","9999.9"," 0","999.9"," 0","  6.2","24","  2.2","24","  8.0","999.9","  35.6","*","   8.2"," "," 0.00","G","  9.4","011000"
"01023099999","2018-11-28","69.055758","18.540356","76.8","BARDUFOSS, NO","  30.9","24","  30.4","24","9999.9"," 0","999.9"," 0","  4.1","24","  2.1","24"," 12.0","999.9","  35.6","*","  23.9"," "," 0.20","G","  7.9","111000"
"01023099999","2018-11-29","69.055758","18.540356","76.8","BARDUFOSS, NO","  25.2","24","  23.8","24","9999.9"," 0","999.9"," 0","  5.7","24","  0.7","24","  3.9","999.9","  28.4","*","  23.0","*"," 0.20","G","  8.7","101000"
"01023099999","2018-11-30","69.055758","18.540356","76.8","BARDUFOSS, NO","  28.9","24","  27.9","24","9999.9"," 0","999.9"," 0","  6.2","24","  1.4","24","  5.1","999.9","  33.8","*","  21.2","*"," 0.02","G","  8.7","100000"
"01023099999","2018-12-01","69.055758","18.540356","76.8","BARDUFOSS, NO","  24.1","24","  23.5","24","9999.9"," 0","999.9"," 0","  6.2","24","  1.1","24","  5.1","999.9","  29.3"," ","  20.8"," "," 0.00","G","  8.3","000000"
"01023099999","2018-12-02","69.055758","18.540356","76.8","BARDUFOSS, NO","  22.7","24","  21.2","24","9999.9"," 0","999.9"," 0","  6.2","24","  2.1","24","  9.7","999.9","  37.0"," ","  15.8","*"," 0.00","G","  7.9","000000"
"01023099999","2018-12-03","69.055758","18.540356","76.8","BARDUFOSS, NO","  25.5","24","  22.5","24","9999.9"," 0","999.9"," 0","  6.2","24","  2.6","24"," 13.0","999.9","  37.4","*","  14.5"," "," 0.00","G","  7.9","000000"
"01023099999","2018-12-04","69.055758","18.540356","76.8","BARDUFOSS, NO","  32.0","24","  25.9","24","9999.9"," 0","999.9"," 0","  7.1","24","  4.9","24","  9.7","999.9","  37.6","*","  21.9"," "," 0.00","G","  7.5","001000"
"01023099999","2018-12-05","69.055758","18.540356","76.8","BARDUFOSS, NO","  23.4","24","  21.8","24","9999.9"," 0","999.9"," 0","  6.2","24","  1.5","24","  5.8","999.9","  30.2","*","  16.9"," "," 0.07","G","  8.3","001000"
"01023099999","2018-12-06","69.055758","18.540356","76.8","BARDUFOSS, NO","  29.7","24","  27.9","24","9999.9"," 0","999.9"," 0","  3.7","24","  2.4","24","  5.8","999.9","  32.5"," ","  19.4"," "," 0.02","G","  8.3","001000"
"01023099999","2018-12-07","69.055758","18.540356","76.8","BARDUFOSS, NO","  12.4","24","  10.1","24","9999.9"," 0","999.9"," 0","  5.7","24","  0.0","24","  1.9","999.9","  25.3"," ","  -6.3","*"," 0.00","G","999.9","001000"
"01023099999","2018-12-08","69.055758","18.540356","76.8","BARDUFOSS, NO","  -8.1","24"," -12.1","24","9999.9"," 0","999.9"," 0","  6.2","24","  0.0","24","999.9","999.9","   6.8","*"," -15.0","*"," 0.00","G"," 15.7","001000"
"01023099999","2018-12-09","69.055758","18.540356","76.8","BARDUFOSS, NO","  15.6","24","  13.5","24","9999.9"," 0","999.9"," 0","  5.6","24","  0.4","24","  1.9","999.9","  25.5"," ","  -7.1"," "," 0.00","G"," 14.6","001000"
"01023099999","2018-12-10","69.055758","18.540356","76.8","BARDUFOSS, NO","  11.0","24","   8.7","24","9999.9"," 0","999.9"," 0","  6.2","24","  0.0","24","999.9","999.9","  17.6","*","   1.8"," "," 0.07","G"," 13.8","001000"
"01023099999","2018-12-11","69.055758","18.540356","76.8","BARDUFOSS, NO","   6.9","24","   4.1","24","9999.9"," 0","999.9"," 0","  6.2","24","  0.0","24","  1.0","999.9","  17.6","*","  -2.2","*"," 0.00","G"," 13.4","001000"
"01023099999","2018-12-12","69.055758","18.540356","76.8","BARDUFOSS, NO","  19.6","24","  17.8","24","9999.9"," 0","999.9"," 0","  6.2","24","  0.4","24","  2.9","999.9","  25.0","*","  12.2","*"," 0.00","G"," 13.0","000000"
"01023099999","2018-12-13","69.055758","18.540356","76.8","BARDUFOSS, NO","  37.9","24","  29.1","24","9999.9"," 0","999.9"," 0","  6.2","24","  6.5","24"," 13.6"," 18.1","  41.0","*","  23.2"," "," 0.00","E"," 12.2","000000"
"01023099999","2018-12-14","69.055758","18.540356","76.8","BARDUFOSS, NO","  37.8","24","  30.0","24","9999.9"," 0","999.9"," 0","  6.2","24","  4.5","24","  9.9","999.9","  41.5"," ","  28.4","*"," 0.00","I"," 10.2","000000"
"01023099999","2018-12-15","69.055758","18.540356","76.8","BARDUFOSS, NO","  18.1","24","  14.8","24","9999.9"," 0","999.9"," 0","  6.2","24","  2.0","24","  6.0","999.9","  28.4","*","   5.0","*"," 0.00","F","  8.7","000000"
"01023099999","2018-12-16","69.055758","18.540356","76.8","BARDUFOSS, NO","   0.4","24","  -3.1","24","9999.9"," 0","999.9"," 0","  6.2","24","  0.5","24","  3.9","999.9","   7.5"," ","  -4.5","*"," 0.00","G","  8.7","000000"
"01023099999","2018-12-17","69.055758","18.540356","76.8","BARDUFOSS, NO","   2.1","24","  -1.4","24","9999.9"," 0","999.9"," 0","  6.2","24","  0.3","24","  1.9","999.9","  10.6"," ","  -6.5"," "," 0.00","G","  8.7","000000"
"01023099999","2018-12-18","69.055758","18.540356","76.8","BARDUFOSS, NO","   2.7","24","  -0.9","24","9999.9"," 0","999.9"," 0","  6.2","24","  0.8","24","  3.9","999.9","  17.6","*","  -4.7"," "," 0.00","G","  8.7","000000"
"01023099999","2018-12-19","69.055758","18.540356","76.8","BARDUFOSS, NO","   3.1","24","   0.0","24","9999.9"," 0","999.9"," 0","  6.2","24","  0.8","24","  1.9","999.9","   7.3","*","  -0.4","*"," 0.00","G","  8.7","000000"
"01023099999","2018-12-20","69.055758","18.540356","76.8","BARDUFOSS, NO","   2.4","24","  -0.7","24","9999.9"," 0","999.9"," 0","  6.2","24","  0.9","24","  2.9","999.9","  12.2","*","  -1.8"," "," 0.00","F","  8.7","000000"
"01023099999","2018-12-21","69.055758","18.540356","76.8","BARDUFOSS, NO","  11.0","24","   8.4","24","9999.9"," 0","999.9"," 0","  6.2","24","  0.2","24","  1.9","999.9","  17.8"," ","   1.0"," "," 0.00","G","  8.7","000000"
"01023099999","2018-12-22","69.055758","18.540356","76.8","BARDUFOSS, NO","  11.3","24","   8.1","24","9999.9"," 0","999.9"," 0","  6.2","24","  1.4","24","  4.1","999.9","  14.5"," ","   5.0","*"," 0.00","G","  8.7","000000"
"01023099999","2018-12-23","69.055758","18.540356","76.8","BARDUFOSS, NO","  18.2","24","  15.7","24","9999.9"," 0","999.9"," 0","  5.3","24","  1.3","24","  5.8","999.9","  23.0","*","  13.5"," "," 0.00","G","  8.7","001000"
"01023099999","2018-12-24","69.055758","18.540356","76.8","BARDUFOSS, NO","  22.1","24","  20.3","24","9999.9"," 0","999.9"," 0","  6.2","24","  2.7","24"," 14.0","999.9","  31.6"," ","  15.4"," "," 0.11","G"," 10.6","001000"
